Text,Tag,Markers
"When we think of Kobe, we remember the winning shots.",yes,1000_5_1_20_meaningful_classif
"Once it is installed, the user only needs to turn on the device, pushing the power button.",yes,1000_5_1_20_meaningful_classif
"the research passed ethical review, right?I was a member of an IRB committee for about six years.",no,1000_5_1_20_meaningful_classif
People that are performing well on TikTok are either expert content creators or very talented people.,yes,1000_5_1_20_meaningful_classif
but when you're 18 or 21 that's what most of us want to do.,no,1000_5_1_20_meaningful_classif
I think this brings me as much joy as the trip itself.,no,1000_5_1_20_meaningful_classif
And that I had hands and feet that allow me to do something about it.,yes,1000_5_1_20_meaningful_classif
"(The first and second Q&A are here and here.)KB: When you found out the schools were going to close, what was your first thought?RL:",no,1000_5_1_20_meaningful_classif
But that comment stuck equally as firm as all the 'can't do',no,1000_5_1_20_meaningful_classif
This is due to the stylized fact that we tend to become more certain about our ability to forecast the future before economic activity begins to rebound.,yes,1000_5_1_20_meaningful_classif
"Now you can cut clips from the livestreams to add to your videos, and then post highlights from both across Instagram",yes,1000_5_1_20_meaningful_classif
I plan to travel the world helping people in need.,yes,1000_5_1_20_meaningful_classif
But it's not only the diaspora looking to invest in Africa.,yes,1000_5_1_20_meaningful_classif
"It's hard to stop right now when stopping can mean the difference between survival and failure, but there's always time to slow down, to breathe, spend a little extra time in the shower, or sweat until your fear subsides.",yes,1000_5_1_20_meaningful_classif
Nothing makes you feel quite as helpless as watching the person you love most crumble under unimaginable despair.,yes,1000_5_1_20_meaningful_classif
"Since my objective is to model the recommendation system and not to connect to a live system, I decided to use this outdated data as my sample input.",yes,1000_5_1_20_meaningful_classif
Check out this example of UX Researcher Alison who used exploratory mixed methods to prioritise what features to build based on what would impact the most number of users.,yes,1000_5_1_20_meaningful_classif
"Rather than building a model of the human voice from inherently biased databases, Amazon's Alexa builds a user-specific prototype",yes,1000_5_1_20_meaningful_classif
"Once he understands the why, he knocks it out.",no,1000_5_1_20_meaningful_classif
an only one-factor change in your control group will help your team to focus on the correlation to analyze.,yes,1000_5_1_20_meaningful_classif
It's not so much a matter of the actual payment but the belief and trust that the person you give the money to is able and trustworthy to pay back the money.,yes,1000_5_1_20_meaningful_classif
The average 4-year old laughs up to 300 times per day; the average 40-year old laughs that many times in 2.5 months.,yes,1000_5_1_20_meaningful_classif
"The video's title is compelling, or its thumbnail somehow attention-grabbing.",yes,1000_5_1_20_meaningful_classif
I begin sensing a larger and gently loving natural world that is aware of my presence.,yes,1000_5_1_20_meaningful_classif
"The research shows that the wealthier you are, the harder it is to feel empathy.",yes,1000_5_1_20_meaningful_classif
"We were so busy with our own lives, getting along with new friends, and a little bit of forgetting the past.",yes,1000_5_1_20_meaningful_classif
Now that we are in our 20s and able to reunite and play together again is like having a time machine that takes us back 11 years ago.,yes,1000_5_1_20_meaningful_classif
Cincinnati is also a real hoot.,yes,1000_5_1_20_meaningful_classif
"The residual, as you recall, is the difference between the actual quantity and the predicted quantity.",yes,1000_5_1_20_meaningful_classif
"Rest assured, this continuous scan range won't result in over-lapping of rows in the response 😉 (check the output image /",no,1000_5_1_20_meaningful_classif
The best ones that I've written tap into that same dream-like state of,no,1000_5_1_20_meaningful_classif
Her hand is already on the doorknob when she stops and turns back to Sal.,yes,1000_5_1_20_meaningful_classif
"Looking back, you tag meaning to something that meant nothing earlier.",yes,1000_5_1_20_meaningful_classif
"I was not allowed to use the nearest toilet, because it was reserved for the Jonas Brothers.",yes,1000_5_1_20_meaningful_classif
"Her father was many things, but a liar wasn't one of them.",no,1000_5_1_20_meaningful_classif
"Snacks are so much closer, so accessible.",yes,1000_5_1_20_meaningful_classif
"However, there is a much larger group of people, who start paying attention to it once they get a bit of education on the matter.",yes,1000_5_1_20_meaningful_classif
"Still today it is considered one of the most important factors for teamwork, learning, and risk and change acceptance.",yes,1000_5_1_20_meaningful_classif
"On the eve of her 10th birthday, she was struggling mightily: 'Daddy, I can't handle being double-digits.",yes,1000_5_1_20_meaningful_classif
", it's a leader herself or himself that joins the organization.",no,1000_5_1_20_meaningful_classif
Especially since I can't cancel a session already started.,yes,1000_5_1_20_meaningful_classif
"Shaming fat people and shaming people with eating disorders is not what Demi Lovato intended, but that was still the impact of her actions.",yes,1000_5_1_20_meaningful_classif
"Back in college, I read E.E. Cummings's novel",no,1000_5_1_20_meaningful_classif
It's often a personal friendship and invitation that launches the superuser journey.,yes,1000_5_1_20_meaningful_classif
Here you can see a video to know Andy Puddicombe's basic concepts.,no,1000_5_1_20_meaningful_classif
"Or, worse still, dropped off in the street - preferably keeping the patents, just in case - as soon as the smell of blood arrives from other directions.",yes,1000_5_1_20_meaningful_classif
But this journey feels so therapeutic.,yes,1000_5_1_20_meaningful_classif
"Once Product Managers bring solutions, Designers have no idea what we are talking about.",yes,1000_5_1_20_meaningful_classif
"In terms of making memories, it can prevent you from wiping them away as soon as you've made them.",yes,1000_5_1_20_meaningful_classif
"But if you have been taking the virus seriously, it's made it impossible to plan for when you'll travel again, or sit in the office, or be able to work easily on projects that require people working in close quarters together.",yes,1000_5_1_20_meaningful_classif
Problems will seem like an opportunity waiting to be unwrapped.,yes,1000_5_1_20_meaningful_classif
Let me give you a bit of a backstory.,no,1000_5_1_20_meaningful_classif
Now we want to scale this beyond the classroom to help people find more joy at work and in their lives.,yes,1000_5_1_20_meaningful_classif
My parents didn't give me an allowance.,yes,1000_5_1_20_meaningful_classif
":Let's define the link function, and show how we can parameterize the problem as a non-canonical GLM:... and show how this can be further reduced to the canonical form:With Gamma Regression, we assume the outcome Y is Gamma Distributed.",no,1000_5_1_20_meaningful_classif
There is also strong evidence to suggest that writing has health benefits.,yes,1000_5_1_20_meaningful_classif
But my best guess is about 70% will opt out.,no,1000_5_1_20_meaningful_classif
This nagging feeling of not doing enough and the guilt of ineffective time management leads to productivity shame.,yes,1000_5_1_20_meaningful_classif
You can do that by uploading your daily practice on a social media platform.,yes,1000_5_1_20_meaningful_classif
Have you ever noticed like a bright product package is calling for you?,yes,1000_5_1_20_meaningful_classif
"By contrast, bad experiences have the opposite effect.",yes,1000_5_1_20_meaningful_classif
"We generate predictions using unseen texts (test dataset), calculate our chosen 2 metrics as well as the confusion matrix to have a good sense of which class values under-perform or are over-fitted in our model.",yes,1000_5_1_20_meaningful_classif
Senator Ram Villivalam also cosponsored the bill.,yes,1000_5_1_20_meaningful_classif
"As a practicing scientist, I can attest that sometimes I feel like I am taking 3 steps forward",no,1000_5_1_20_meaningful_classif
"For cultures which are vastly different, like China and Germany, this is particularly important also because you need to normalize the language and its practises.",yes,1000_5_1_20_meaningful_classif
An entrepreneur identifies a need that no existing businesses address and determines a solution for that need.,yes,1000_5_1_20_meaningful_classif
"We accomplished that by structuring DIG so that every individual had a well-defined and reasonable scope, and so that the success of one workstream didn't depend on another.",yes,1000_5_1_20_meaningful_classif
I think we need to start from scratch.,yes,1000_5_1_20_meaningful_classif
Maybe this lead has enough money that he doesn't need to worry about buying my course.,yes,1000_5_1_20_meaningful_classif
"Yet this is rarely discussed, even as my colleagues Meredith Whittaker and Roel Dobbe point out that 'big AI companies are aggressively marketing their (carbon intensive) AI services to oil & gas companies, offering to help optimize and accelerate oil production and resource extraction.",yes,1000_5_1_20_meaningful_classif
My number typically comes in around 2800 kcal per day.,yes,1000_5_1_20_meaningful_classif
We came a little early so that the place won't be loud and we sat at the bar.,yes,1000_5_1_20_meaningful_classif
"She presses even harder, leaving an indent on his cheek.",yes,1000_5_1_20_meaningful_classif
"Honestly, I don't think if you had asked me 3 years ago what I would be doing for a living in just 13 months, I would ever imagine that I could say, I'll be writing full-time.",yes,1000_5_1_20_meaningful_classif
"To make your speech memorable in the long term, it is a question of playing on the possessive feeling linked to the object.",yes,1000_5_1_20_meaningful_classif
U.S. Space CommandAE Industrial Partners' American Pacific Corp. invests in Frontier AerospaceCanada budgets for next-generation EO satellites and ground systemsIngenuity success opens door for,no,1000_5_1_20_meaningful_classif
"Attention also helps circumvent the problem of having very long input sequences because the model does not need to remember the whole input sequence (say when you have to translate a very long sentence...looking at you, Marcel Proust), but can prioritize and batch the input more flexibly, much as a human translator would (see this video by Andrew Ng for a more detailed explanation).This helps in effectively reducing the dimensionality of the input vector, as the model implicitly selects which part of the sequence is going to be relevant, and thus figures out what to pay attention to.",yes,1000_5_1_20_meaningful_classif
"Recent policy changes were narrowly tailored to tackle acute disinformation operations that led to the January 6 attack (the QAnon conspiracy theory, Republicans' Big Lie of the 2020 election), and have so far failed to address structural problems that could lead to similar violence in the future.",yes,1000_5_1_20_meaningful_classif
"This way, we can build an efficient workflow where people can create without constraints and others can go on vacation without being worried about what's left behind.",yes,1000_5_1_20_meaningful_classif
"Gatotkach was another senior warrior who was half-human, half-demon with magical powers.",yes,1000_5_1_20_meaningful_classif
She let a sardonic laugh. ',no,1000_5_1_20_meaningful_classif
"These Lakers have Scottie, but Pippen ain't enough.",no,1000_5_1_20_meaningful_classif
"Although it helped fix the temperature issue temporarily, it felt unsafe to keep the burners going for an extended period of time.",yes,1000_5_1_20_meaningful_classif
"Researchers on the team claim they have created the smallest Microelectronic robot of the world - more importantly, one which is propelled by 'jet engines.'",yes,1000_5_1_20_meaningful_classif
A strategy about who will be available to monitor you when you confront medication changes and who you can reach out to when you feel like you are experiencing an episode is important.,yes,1000_5_1_20_meaningful_classif
That time and space and everything we see before us are real.,yes,1000_5_1_20_meaningful_classif
"On any meaningful project, rework is inevitable.",yes,1000_5_1_20_meaningful_classif
"After all, the topics currently explored with youth are not presented in the same manner as they were thirty, fifty, or a hundred years ago.",yes,1000_5_1_20_meaningful_classif
"One of the realms I visited blossomed in vibrant reds and purples, befitting of a place that is meant to be an otherworldly environment.",yes,1000_5_1_20_meaningful_classif
She cannot determine whether movement would be a property of a real reality or an attribute of man's psychological projection.,yes,1000_5_1_20_meaningful_classif
"From the time I first played video games, I remember wanting to be a part of the industry.",yes,1000_5_1_20_meaningful_classif
"When my neighbor offered me the chance to have a game of my own, I jumped at the opportunity.",yes,1000_5_1_20_meaningful_classif
"An enthusiastic fanbase built and showed off GPT-3 demos, many of which became viral sensations for a few weeks in the summer of 2020.But, not everyone could get their hands on GPT-3.",yes,1000_5_1_20_meaningful_classif
"That was the right thing to do, after all.",yes,1000_5_1_20_meaningful_classif
"This is the reason behind why I created a website for my small readers in the book club - to get in touch with them and also deliver positive literacy resources for reaching out to more marginalized children who are at higher risk of being discriminated during COVID-19.As parents, guardians and educators, how do we protect our children from being exposed to hate speeches on social media and provide them correct guidance through the long-lasting pandemic?",yes,1000_5_1_20_meaningful_classif
This is why the previous preparation step is crucial; it's your profile that'll convert your visitors into subscribers.,yes,1000_5_1_20_meaningful_classif
"500 000 is not really large enough, we still have sparse data at p >> n suffering from the Curse of Dimensionality.",yes,1000_5_1_20_meaningful_classif
"found that, generally speaking, mental health professionals who had received the most education are more likely to embrace and practice evidence-based treatments for the extent of their careers.",no,1000_5_1_20_meaningful_classif
and we applied them while building our Design system and components.-We involved our development team in design system building step by step and component by component to make sure that we're on the same page and to avoid any conflicts,no,1000_5_1_20_meaningful_classif
"Choose accrual accounting or cash-basis accounting, but make sure you know what each means in terms of how you record and report on transactions in your business.",yes,1000_5_1_20_meaningful_classif
"It is only after user press the button that user know that this button is a button to switch languages, and the text on the button indicates the current language.",yes,1000_5_1_20_meaningful_classif
"Remember, you're still not trying to predict the future.",yes,1000_5_1_20_meaningful_classif
"The Trojan's updated version doesn't auto-reply just to WhatsApp messages, but also to messages received on other instant messaging apps, which could be the reason for its apparent wider spread,' added the researcher.",yes,1000_5_1_20_meaningful_classif
"As an added bonus, this step forces you to get very specific on your training points, and will act as a crucial content filter for when you feel the urge to cram in 2 extra training points right at the end.",yes,1000_5_1_20_meaningful_classif
"We take each teaser type, collect all the use cases we can find, and create a new component.",yes,1000_5_1_20_meaningful_classif
"When gifted learners ask questions, they don't expect easy answers.",yes,1000_5_1_20_meaningful_classif
"The visceral level, despite being the most disregarded of the three, is key for an elevated perception of a product: it refers to the first impression of a design, both in terms of how the user perceives the product and how it makes the user feel.",yes,1000_5_1_20_meaningful_classif
"The comments section is essentially a free, crowdsourced method to identify top and highly agreed upon content, and this must have some value / potential attributed to it.",yes,1000_5_1_20_meaningful_classif
Sylvia Emokpae is passionate about self-love and motherhood.,yes,1000_5_1_20_meaningful_classif
What kind of people trigger you?,yes,1000_5_1_20_meaningful_classif
"While describing how the anxiety has affected her the past few days, the mother began crying.",yes,1000_5_1_20_meaningful_classif
"Unfortunately for us freelance writers, things don't always work out so smoothly:What you can do:",no,1000_5_1_20_meaningful_classif
"When you go up to someone and put the hat in front of them, it's much more confrontational.",yes,1000_5_1_20_meaningful_classif
"With some boiled eggs in my hand, I walk towards the table in my parent's garden.",yes,1000_5_1_20_meaningful_classif
"When you pre-commit to at least 20 hours, you'll lower the frustration barrier enough to step over it.",yes,1000_5_1_20_meaningful_classif
But he has 6.45 million followers on YouTube and released a video called 'Life of A TikToker' that has 1.6 million upvotes.,yes,1000_5_1_20_meaningful_classif
It is thus the responsibility of leaders and changemakers to prevent this from happening.,yes,1000_5_1_20_meaningful_classif
"Both projects show a level of sophistication, restraint and a reverence for the client and their mission that only comes from having a firm handle on how to wield good taste to bring a great brand to life.",yes,1000_5_1_20_meaningful_classif
"After harnessing his emotions, Barnes told Nooyen, 'You have no idea what this means to me.'",no,1000_5_1_20_meaningful_classif
This might be simply articulated as: 'Others not like me are coming to usurp my position and take my resources.,yes,1000_5_1_20_meaningful_classif
"Think about this: when something resonates with us, we connect with it on a very deep level.",yes,1000_5_1_20_meaningful_classif
Lastly we discussed an example imaginary game where the problem/puzzle classes were used to push puzzle design in the right direction.,yes,1000_5_1_20_meaningful_classif
therefore it's fairly rare to encounter one.,no,1000_5_1_20_meaningful_classif
"Instead, I had to sleep overnight at a Cracker Barrel parking lot outside of Philadelphia in one of their designated spots for RVs.",yes,1000_5_1_20_meaningful_classif
Startup is full of these chicken-and-egg paradoxes.,yes,1000_5_1_20_meaningful_classif
"Instead of sanctifying the status quo, you should hold your organization's neuroplasticity sacred and the growth that it enables.",yes,1000_5_1_20_meaningful_classif
These parallel grooves conceal the fact that the cerebellar cortex is actually a continuous thin layer of tissue tightly folded in the style of an accordion.,yes,1000_5_1_20_meaningful_classif
"Believe it or not, years ago the name Electronic Arts (EA) didn't elicit a response similar to nausea for those in the gaming industry.",yes,1000_5_1_20_meaningful_classif
"She then proceeded to tell me how I could land a few coaching clients, replace my income, and quit my job, all within a short time frame, 90 days max.",yes,1000_5_1_20_meaningful_classif
"It's a cliché to say that teachers learn just as much from their students as vice versa, but it's absolutely true.",yes,1000_5_1_20_meaningful_classif
"In your child's career, they will work with people from all over the world, encounter incredibly complex problems, they will be displaced and isolated from their neighborhood friendship groups at times and they will have to navigate this fast-changing landscape using their whits.",yes,1000_5_1_20_meaningful_classif
"If I'm in need of grounding, I say to myself 'I am home' on the first step, 'I have arrived' with the next.",yes,1000_5_1_20_meaningful_classif
"Anor Londo in Dark Souls, for example, is a self-contained area where we can begin to discuss the way they constructed the level itself.",yes,1000_5_1_20_meaningful_classif
"And when this happens, they're more likely to favor you because people tend to like working with the people they know and trust.",yes,1000_5_1_20_meaningful_classif
She was who they brought it in when the bodies were long past identification.,yes,1000_5_1_20_meaningful_classif
I walked in front of a bus.,yes,1000_5_1_20_meaningful_classif
But the streaming wasn't always this good.,yes,1000_5_1_20_meaningful_classif
"With her, we would work in therapy sessions eventually, if we realized ourselves enough, if we kept all our appointments and, of course, if we paid all fees.",yes,1000_5_1_20_meaningful_classif
Solely delivering financial knowledge and building awareness doesn't work.,yes,1000_5_1_20_meaningful_classif
Hedge funds excessively provoke the market with short positions.,no,1000_5_1_20_meaningful_classif
"When Mario turns away, Boo moves again into slight superposition, slowing increasing the probability of landing on Mario.",yes,1000_5_1_20_meaningful_classif
Developed by Capcom it was released for the Game Boy Advance in 2004 and I picked up a copy over a year later in the January of 2006.,yes,1000_5_1_20_meaningful_classif
"When you cross another task off your list, your brain releases dopamine.",yes,1000_5_1_20_meaningful_classif
This is what ranked tags do.,no,1000_5_1_20_meaningful_classif
"In this blog post, I would like to take you on a journey of finding a solution to this particular problem.",yes,1000_5_1_20_meaningful_classif
Wading through the swamp of SLA research can be a bewildering experience and at first seemingly in a small supply of concrete strategies for language learning.,yes,1000_5_1_20_meaningful_classif
"but it's quite probable if you keep writing follow on checks.¹³ Due to the follow-on problem, the rolling fund managers who truly want to scale will eventually have to abandon their rolling funds for a more traditional route.",no,1000_5_1_20_meaningful_classif
This was my first taste of becoming a minimalist.,yes,1000_5_1_20_meaningful_classif
"From what I know right now, I personally wouldn't be too concerned about driving with the AC on in a car or driving with the windows up.",yes,1000_5_1_20_meaningful_classif
"We may not waste a Designer's time now, and it's just an idea.'",yes,1000_5_1_20_meaningful_classif
"David Carter, a professor of Sports Business at the USC Marshall School of Business, summed up my experience:For these reasons, it is my belief that MLB reflects the type of high uncertainty business that helps provide context for the prospects of an economic recovery.",yes,1000_5_1_20_meaningful_classif
In front of the entire world and by people I didn't even know.,no,1000_5_1_20_meaningful_classif
"I wanted to present a simple, accessible view of how the various terms that we hear on the subject of strategy relate to one-another.",yes,1000_5_1_20_meaningful_classif
"Content consumption now resembles more of a free-market than an Oligarchy, and the free market is kicking the Oligarchy's ass.",yes,1000_5_1_20_meaningful_classif
"From my perspective, this amount is extremely low for the impact it has.",yes,1000_5_1_20_meaningful_classif
"Everything we do, all human behavior is spurred by a desire to escape discomfort.",yes,1000_5_1_20_meaningful_classif
They are not a substitute for a university course specifically geared to teach you about a topic.,yes,1000_5_1_20_meaningful_classif
"The organization has created Founder's Lab, a program designed to coach founders of nonprofit startups on planning, capital, marketing - and creating impact.",yes,1000_5_1_20_meaningful_classif
Never choose a teacher that is not passionate about the subject they impart.,yes,1000_5_1_20_meaningful_classif
The new airport has flights to every continent and is one of the busiest on the planet.,yes,1000_5_1_20_meaningful_classif
"Aim to become literate in accessibility, not an expert, and your users and products will benefit exponentially from the experiences you design and consistently improve.",yes,1000_5_1_20_meaningful_classif
"Hospitality is their middle name, inviting guests is in their culture, their history.",yes,1000_5_1_20_meaningful_classif
Variability in behavior that bears no ecological explanation resembles at a more primitive level the cultural differences between human groups.,yes,1000_5_1_20_meaningful_classif
"If you own a home, consider swapping houses with other people.",yes,1000_5_1_20_meaningful_classif
"'First of all we should point out that this story seems to be the only one going around where a miscarriage happens a few days after one of the vaccines, and there has been no causal connection made to the vaccine,' Nizzero wrote to the group. '",yes,1000_5_1_20_meaningful_classif
I hope the above maxims might be helpful to you.,no,1000_5_1_20_meaningful_classif
"CPA, CPI and CPE are very common ways of running campaigns for developers and mobile app companies that are trying to build a mobile audience.",yes,1000_5_1_20_meaningful_classif
"Who besides masochists could find this time of year enjoyable?Unbeknownst to me, the first week of January is also the best time to buy the junk shopkeepers were hoping to sell before the holidays but didn't either because shoppers had been too cheap or too lazy.",yes,1000_5_1_20_meaningful_classif
"There, we have an extremely tense sequence in which, controlling Sherry, needs to escape the clutches of this detestable character.",yes,1000_5_1_20_meaningful_classif
"Winners will be awarded certificates, and all participants will walk away with applied STEM skills.",yes,1000_5_1_20_meaningful_classif
"I'm also not talking about helicopter parents, participation awards, or the relentless pursuit of living our dreams vicariously through children when we failed on the sporting fields of the globe.",yes,1000_5_1_20_meaningful_classif
"Gantt charts take a ton of effort to maintain, don't actually provide greater transparency, and probably don't set your team up for success.",yes,1000_5_1_20_meaningful_classif
the catalysts driving the latest equity market rally.,no,1000_5_1_20_meaningful_classif
"The arm could move the balls any way that it wanted: bouncing, dropping, or completely flinging the balls off the table - which caused many problems for slightly more obvious and hilarious reasons.",yes,1000_5_1_20_meaningful_classif
"He zipped his lips with two fingers and placed the imaginary key in my palm, folding my fingers shut on top of it.",yes,1000_5_1_20_meaningful_classif
"Pretty much everything that Amazon sells can be found elsewhere, sometimes for a better price.",yes,1000_5_1_20_meaningful_classif
Why would any school system oppose teachers who promote this affirmation of Black lives?,yes,1000_5_1_20_meaningful_classif
"When life is a performance, no one knows how to be real anymore, and constant connectedness makes it much, much worse.",yes,1000_5_1_20_meaningful_classif
"I have written before on the importance of authenticity in the classroom and how vital it is to acknowledge every student, every day.",yes,1000_5_1_20_meaningful_classif
"According to the psychoanalytic theory, the Ego is the part of the human personality that's experienced as the 'Self' and",no,1000_5_1_20_meaningful_classif
The dream changed and he slipped in and out of it.,no,1000_5_1_20_meaningful_classif
"The doors open out to a small area where the family's three dogs, Daisy, Phoebe, and Bonnie, can enjoy fresh air.",yes,1000_5_1_20_meaningful_classif
A lot of organizations limit themselves to the most basic quantitative data gathering - how many people of certain identities are on staff.,yes,1000_5_1_20_meaningful_classif
"She looked up at me, blinking away the remnants of sleep, her gaze beginning to focus.",yes,1000_5_1_20_meaningful_classif
"Although I don't think these elements are visually accessible and could benefit from more explicit labels, I thought it was intuitive for users with some app familiarity.",yes,1000_5_1_20_meaningful_classif
So I hope this story resonates with some of you.,no,1000_5_1_20_meaningful_classif
"Payment as abstract may let clients fantasise about how little they can get away with paying me, but when you're confident talking about money it's not an issue.",yes,1000_5_1_20_meaningful_classif
"Norman Nielsen suggests a 7-step process, which we will describe deeper later:After explaining each point, we will tell you about our experience in the Estudio, and why we believe that the framework proposed by NNG is very suitable for user testing.",yes,1000_5_1_20_meaningful_classif
"The responses said that both parties were reacting to the same situation, either magnified or diminished depending on the view.",yes,1000_5_1_20_meaningful_classif
and I rewrote it almost entirely.,no,1000_5_1_20_meaningful_classif
I also received private messages from young women thanking me for standing up for their right to acquire an abortion.,yes,1000_5_1_20_meaningful_classif
"I smile at this thought, and then something even stranger happens.",yes,1000_5_1_20_meaningful_classif
Paul didn't appreciate anything I'd done for him.,yes,1000_5_1_20_meaningful_classif
"But what if we were in Cayo Coco, Cuba at a resort?",no,1000_5_1_20_meaningful_classif
"I realise not everyone will have the same view as me, some of you may enjoy it.",yes,1000_5_1_20_meaningful_classif
"Married together, they offer a dynamic duo not seen since Frodo and Sam",yes,1000_5_1_20_meaningful_classif
"The first one is called the cytogenetic location, and the other is the molecular location.",no,1000_5_1_20_meaningful_classif
"Over a century of experience since Carnegie's quote, however, has shown us that the 'first-mover advantage' is, at best, a mixed blessing.",yes,1000_5_1_20_meaningful_classif
"In summation, you reap what you sew.",yes,1000_5_1_20_meaningful_classif
"By asking the question this way, you'll probably get lower (and likely more realistic)",no,1000_5_1_20_meaningful_classif
I have to admit that these realizations did not just happen from one second to the next.,no,1000_5_1_20_meaningful_classif
"The octopus itself is a solitary animal; it can generate a plethora of patterns and textures with its skin, but these are not usually relayed to a receiver; rather, they are meant for the deception of preys and predators.",yes,1000_5_1_20_meaningful_classif
"While Agile teams within a SAFe environment can choose their way of working, SAFe puts the spotlight on ScrumXP.A 'Scrum' Scrum Master will help the team to create high-value products and coaches them to use ways of working that help to achieve this.",yes,1000_5_1_20_meaningful_classif
"For hypnotherapy against stress, hypnotherapists can cultivate a sense of calm by suggesting vivid mental pictures of a relaxing environment.",yes,1000_5_1_20_meaningful_classif
With hindsight it's clear the huge buzz around GPT-3 increased the likelihood interest in this demo would 'catch on' and spread like wildfire.,yes,1000_5_1_20_meaningful_classif
"there's somebody that says 'Oh, I don't have to plan, I'm doing bigger things than that,' they're probably having a ton of planning done for them by others,",no,1000_5_1_20_meaningful_classif
"To my surprise in Big Sur, this also enables a dropdown menu of various extremely useful shortcuts.",yes,1000_5_1_20_meaningful_classif
The dictionary definition says it's a 'strong and barely controllable emotion'.,yes,1000_5_1_20_meaningful_classif
"You can follow me on Medium, LinkedIn, and Twitter to get instant notifications whenever a new tutorial is released.",yes,1000_5_1_20_meaningful_classif
Also do not have live update webpages open such as Facebook or email when working on a computer.,yes,1000_5_1_20_meaningful_classif
"We have two copies for each gene, one from each of our parents.",yes,1000_5_1_20_meaningful_classif
"This is a tip gotten from the private (paid) podcast of Sharran Srivatsaa, ex-Goldman Sachs with 5 exits in 19 years.",no,1000_5_1_20_meaningful_classif
it doesn't have to be like this.,no,1000_5_1_20_meaningful_classif
"If you know someone who has been abused and they still have a relationship with their family, know that 1)",no,1000_5_1_20_meaningful_classif
"In February of 2021, we launched Indeed Sans along with our new brand identity across two big projects.",yes,1000_5_1_20_meaningful_classif
"I now focus on the skills I value, not on those that big corp wants me to have to be a useful resource in its service.",yes,1000_5_1_20_meaningful_classif
"Himanshu's mailbox is always open if you would like to work together, or just have something interesting to say.",yes,1000_5_1_20_meaningful_classif
"Right now, there is a lot of turmoil and divide in our country directly because of the failures of our leaders (on all sides).",yes,1000_5_1_20_meaningful_classif
"We are creating gigantic bogeymen, triggering a tsunami where the good and the bad are carried in the current.",yes,1000_5_1_20_meaningful_classif
"When it comes time to count the birds volunteers and students have collected over fall migration, Rasmussen and Linnea Rowse, conservation program coordinator at Michigan Audubon, meet at the MSU Museum.",yes,1000_5_1_20_meaningful_classif
"It's therefore a good idea to balance things out by finding enjoyment in the practice and fostering feelings of being alert, relaxed, and comfortable.",yes,1000_5_1_20_meaningful_classif
"All of a sudden, we heard tires squealing in front of us as the dark green car tried to turn away quickly.",yes,1000_5_1_20_meaningful_classif
"Here, we have loaded our dataset that is available on GitHub.",yes,1000_5_1_20_meaningful_classif
"Recently, we also added a new feature that lets you schedule messages to be sent after the other user's 'do not disturb' time",yes,1000_5_1_20_meaningful_classif
"If this affects your performance, it could cost you a valuable promotion or an annual increase.",yes,1000_5_1_20_meaningful_classif
"When this happens, simply notice what is happening - the emotions you are feeling, the cause of them, and the ways in which you seek relief from them - and move on.",yes,1000_5_1_20_meaningful_classif
"and you are struggling to fix mistakes and finish pieces, then you may consider exploring programs that teach this very sort of system.",no,1000_5_1_20_meaningful_classif
"But consistently reminding yourself that thoughts are transient creations of the mind, and reinforcing a detached and mindful perspective will keep you grounded.",yes,1000_5_1_20_meaningful_classif
"As a researcher, it's key to understand this theory and how it reflects with people using your products and services.",yes,1000_5_1_20_meaningful_classif
"And if we combine the great business thinking by Chan Kim and Renée Mauborgne (Blue Ocean Strategy) with the synergy business models of Gunter Pauli (Blue Economy), we might achieve both.",yes,1000_5_1_20_meaningful_classif
"I knew I would recognize this thing I waited for, tall and ancient as an oak, when I saw it.",yes,1000_5_1_20_meaningful_classif
"By contrast, purple is often a calming, soothing color-not requiring immediate attention.",yes,1000_5_1_20_meaningful_classif
"So, overall, it can be hard to spot the good apples from the bad ones.",yes,1000_5_1_20_meaningful_classif
"And a wonderful thing about going to these small wine bars is that they're not just in bars, vinotecas.",yes,1000_5_1_20_meaningful_classif
The goal is not to make as much money as possible yet.,yes,1000_5_1_20_meaningful_classif
"Humanity is its own greatest enemy, familiarity breeding unearned security in times of crisis.",yes,1000_5_1_20_meaningful_classif
This feels incredibly isolating: a web site seemingly designed to make you feel like all of your friends are ignoring you.,yes,1000_5_1_20_meaningful_classif
The group's original tagline stated that it was 'a forum for,no,1000_5_1_20_meaningful_classif
"Let it sit in the bank?Alas, I guess not everyone out there has drunk as much of the #LoveJapan Kool-Aid as I have yet.",yes,1000_5_1_20_meaningful_classif
"But there are so many things to see and so much culture to experience, even in different parts of the same country.",yes,1000_5_1_20_meaningful_classif
"It is as straightforward or as difficult as you make it, but either way, it will be the best decision you make for yourself.",yes,1000_5_1_20_meaningful_classif
There are so many details that are incredibly easy to miss and players are rewarded for paying attention throughout the sequel's 5-6 hour runtime.,yes,1000_5_1_20_meaningful_classif
": Someone builds a paid newsletter on Revue, uses their Twitter account to share their work, and then jumps into Spaces to deepen their relationship with subscribers after they post.",yes,1000_5_1_20_meaningful_classif
"On the right, by the way, people are so confused and bewildered that, like the protesters above, they're willing to give up their lives to keep their livelihoods.",yes,1000_5_1_20_meaningful_classif
Ex: Chinese consumer consumption offline dropped almost 70% with restrictions and only half of that volume returned after the lockdown was lifted.,yes,1000_5_1_20_meaningful_classif
